N fonctionnalité;THEME;Date Fait;Demande 1;Demande 2;Demande 3;Demande 4;Résultat 1;Résultat 2;Résultat 3;Résultat 4;Paramètre Modifié;Ecran/Impression;Type;Ticket;Version
16448;FACTURE;22/03/2019;Nouveau champ Prime ANAH;;;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16449;FACTURE;22/03/2019;Possibilité d'interdire la saisie de la prime ANAH;;;;PARAMETRES GENERAUX - Facture - Onglet Divers 7;;;;O;Ecran;Nouveauté;;2019_03_01
16450;FACTURE;22/03/2019;Les primes CEE, ANAH et la participation PUC peuvent ne pas entrer dans le calcul du Solde.;;;;PARAMETRES GENERAUX - Facture - Onglet Divers 7;;;;O;Ecran;Nouveauté;;2019_03_01
16444;STOCK;21/03/2019;Catalogue PERGE - 2019;;;;OK;;;;N;;Modification;;2019_03_01
16445;CLIENT;21/03/2019;Ajout de la surface habitable du logement.;;;;OK;;;;N;Ecran;Modification;;2019_03_01
16446;COLLECTIF;21/03/2019;Affectation Technicien, mois, jour, période obligatoire ou interdite pour un collectif.;Possible désormais de filtrer par secteur.;;;MENU LES COLLECTIFS - Divers - Affectation Obligations Interdictions;;;;N;Ecran;Modification;;2019_03_01
16438;CLIENT;20/03/2019;Recherche client. Ajout des critères de recherche Jour, Mois, Période et Techniciens obligatoires.;;;;MENU LES CLIENTS - CLIENTS - Onglet compléments;;;;N;Ecran;Nouveauté;;2019_03_01
16439;CLIENT;20/03/2019;Recherche client. Ajout des critères de recherche Jour, Mois, Période et Techniciens interdits;;;;MENU LES CLIENTS - CLIENTS - Onglet compléments;;;;N;Ecran;Nouveauté;;2019_03_01
16441;FICHIERS GENERAUX;20/03/2019;Ajout d'un code analytique pour les codes retour.;;;;MENU LES FICHIERS - Généraux - Onglet Intervention Retour - Onglet Retour;;;;N;Ecran;Nouveauté;;2019_03_01
16442;COMPTABILITE;20/03/2019;Interface comptabilité. Attribution code analytique selon code retour.;L'attribution s'effectuera sur le 1er code retour.;;;MENU LES PARAMETRES - Comptabilité - Onglet Analytique - Cocher Analytique par code retour;;;;O;Ecran;Nouveauté;;2019_03_01
16443;FACTURE;20/03/2019;Ajout de la date de visite préalable dans la partie Devis de l'écran Facture/Devis.;;;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16436;CLIENT;19/03/2019;Ecran recherche clients. L'écran a été décomposé en 2 onglets de recherche.  L'écran devenant trop chargé, ceci permet d'ajouter de;nouveaux critères de recherche.;;;MENU LES CLIENTS - CLIENTS ;;;;N;Ecran;Modification;;2019_03_01
16437;CLIENT;19/03/2019;Certains critères de recherche ont été déplacés dans un onglet compléments.;Date de validité, date de visite quinquénale, remise et professionnel;;;MENU LES CLIENTS - CLIENTS ;;;;N;Ecran;Modification;;2019_03_01
16440;STOCK;19/03/2019;Catalogue RGS - 2019;;;;OK;;;;N;;Modification;;2019_03_01
16434;PRELEVEMENT;15/03/2019;Edition du mandat SEPA. Ajouter le N° de contrat si existant.;;;;OK;;;;N;Impression;Nouveauté;;2019_03_01
16432;DIVERS;14/03/2019;Possibilité de supprimer les Tarifs non utilisés (Déplacement, Contrat...);La suppression dans l'écran de résultat n'est autorisée que pour ADMINISTRATEUR;;;MENU LES FICHIERS - Tarif - Bouton Supprimer Tarif;;;;N;Ecran;Nouveauté;;2019_03_01
16433;DIVERS;14/03/2019;Possibilité de visualiser les Tarifs supprimés et de les récupérer.;;;;MENU LES FICHIERS - Tarif - Bouton Voir les Tarifs Supprimés;;;;N;Ecran;Nouveauté;;2019_03_01
16430;CLIENT;13/03/2019;Visualisation des devis d'un client à partir de sa fiche. Ajout du titre de devis.;;;;OK;;;;N;Ecran;Modification;;2019_03_01
16431;TIERS;13/03/2019;Dans la fiche Tiers pictogramme téléphone rouge si pas de téléphone, vert si téléphone existant.;;;;OK;;;;N;Ecran;Modification;;2019_03_01
16424;CLIENT;09/03/2019;Le pictogramme VE FAITE se fait désormais sur le contrat actif, donc sur le contrat dont la date de début est antérieure à la date du jour.;;;;OK;;;;N;;Modification;;2019_03_01
16425;CLIENT;09/03/2019;Nouvel automate N° 002 pour contrôler les VE FAITES.;;;;MENU PARAMETRES - Automates;;;;N;Ecran;Nouveauté;;2019_03_01
16426;STOCK;08/03/2019;Possibilité d'affecter des remises par fournisseur et par marque.;Cette remise pourra être utilisée pour les références fournisseur (onglet fournisseur )de la fiche article;;;MENU LE STOCK - Fournisseur - Bouton Remise par Marque;;;;N;Ecran;Nouveauté;;2019_03_01
16427;STOCK;08/03/2019;Possibilité de mettre à jour les remises des références fournisseur (onglet fournisseur) de la fiche article.;;;;MENU LE STOCK - Article - Bouton Calcul - Bouton Remise Article onglet Fournisseur;;;;O;Ecran;Nouveauté;;2019_03_01
16428;STOCK;08/03/2019;Nouvelle référence origine, dans l'onglet fournisseur de la fiche article;La référence fournisseur sera éditée dans les commandes;;;MENU LE STOCK - Article - Onglet Fournisseur;;;;N;Ecran;Nouveauté;;2019_03_01
16429;STOCK;08/03/2019;La mise à jour des montants pour les références de l'onglet fournisseur de l'onglet article s'effectue selon paramétres.;Sur la référence Fournisseur (par défaut) ou origine.;;;PARAMETRES GENERAUX - STOCK - Onglet page 2;;;;O;Ecran;Nouveauté;;2019_03_01
16418;COLLECTIF;07/03/2019;En cas d'intégration d'un fichier locataires, il est possible de notifier un motif d'intégration.;La date et le motif d'intégration sont visibles dans la fiche client, onglet collectif.;La date et le motif d'intégration sont visibles dans l'écran de situation intervention;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16416;STOCK;06/03/2019;Edition des Manque et Surplus voiture selon voiture type.;Affichage des résultats par écran avant édition.;;;MENU LE STOCK - Bouton Stock Voiture - Bouton Voiture Type;;;;N;Ecran;Modification;;2019_03_01
16417;STOCK;06/03/2019;Edition des Manque et Surplus voiture selon voiture type.;2 types d'édition possible. Par voiture ou globale;;;MENU LE STOCK - Bouton Stock Voiture - Bouton Voiture Type;;;;N;Ecran;Modification;;2019_03_01
16419;CLIENT;06/03/2019;Modification du payeur contrat interdite si prélèvement en cours.;;;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16420;CLIENT;06/03/2019;Si RIB inexistant ou pas d'accord de prélèvement, le pictogramme sous prélèvement de la fiche client n'apparait plus.;;;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16421;CLIENT;06/03/2019;Affichage et édition des anomalies de payeur contrat pour les prélèvements (RIB inexistant...);;;;MENU LES CONTRAT - Prélèvement - Bouton Liste Vérification Payeur;;;;N;Ecran;Nouveauté;;2019_03_01
16422;CLIENT;06/03/2019;Le changement de type de prélèvement est désormais tracé dans les modifications manuelles.;;;;OK;;;;N;;Nouveauté;;2019_03_01
16423;STOCK;06/03/2019;Commande selon devis. Le préfixe pour les clients indidivuels (selon paramètres) n'apparaissait plus;;;;Corrigé;;;;N;;Correction;;2019_03_01
16413;FACTURE;05/03/2019;La date d'avoir peut être celle de la facture selon paramètres.;Si la date de la facture en dehors des dates de blocage comptabilité, la date de l'avoir sera celle du jour.;;;PARAMETRES GENERAUX - Facture - Onglet Avoir;;;;O;Ecran;Nouveauté;;2019_03_01
16414;STOCK;05/03/2019;Catalogue BOSCH - 2019;;;;OK;;;;N;;Modification;;2019_03_01
16415;STOCK;05/03/2019;Catalogue ELM - 2019;;;;OK;;;;N;;Modification;;2019_03_01
16407;FACTURE;04/03/2019;Ajouter dans l'écran des impayés la date du dernier entretien.;;;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16408;FACTURE;04/03/2019;Dans Retour sur intervention ajouter date et technicien.;;;;OK;;;;N;Ecran;Modification;;2019_03_01
16409;FACTURE;04/03/2019;Ajouter dans l'écran des impayés le N° de commande.;;;;OK;;;;N;Ecran;Nouveauté;;2019_03_01
16412;STOCK;04/03/2019;Transférer complètement le stock d'une voiture vers une autre voiture.;;;;LE STOCK - Article -  Bouton Stock Voiture - Bouton Saisir - Bouton Voiture<->Voiture (en totalité);;;;N;Ecran;Nouveauté;;2019_03_01
16411;DIVERS;02/03/2019;Les temps supplémentaires et RDV font l'objet de nouveaux paramètres (selon paramètre, secteur...) libre ou obligatoire.;Le temps supplémentaire est ajouté à la durée d'entretien des appareils sous contrat.;Le temps de RDV est ajouté dans la fiche d'intervention au temps estimé d'intervention.;;PARAMETRES GENERAUX - Intervention - Onglet Saisie 3;;;;O;Ecran;Nouveauté;;2019_03_01
16410;DIVERS;02/03/2019;Possibilité d'affecter les temps supplémentaires et RDV selon le secteur.;;;;LES FICHIERS - Code Postaux - Secteur;;;;N;Ecran;Modification;;2019_03_01
16404;PRELEVEMENT;27/02/2019;Traçabilité des modifications (statut, mois, année, date, état..) apportées sur les prélèvements;Un pictogramme apparait dans l'onglet prélèvement si modifications apportées, un clic pour les visualiser.;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16405;PRELEVEMENT;27/02/2019;Traçabilité des suppressions de prélèvements;Un pictogramme apparait dans l'onglet prélèvement si supressions existantes, un clic pour les visualiser.;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16401;CLIENT;26/02/2019;Dans la fiche client faire apparaitre la dernière facture de contrat (N° + Date);;;;Onglet Contrat de la fiche Client.;;;;N;Ecran;Nouveauté;;2019_02_01
16406;STOCK;26/02/2019;Valeur du Stock.;Possibilité d'avoir la valeur FIFO, en plus de la valeur en prix net et moyen.;La valeur FIFO est le montant du dernier achat selon les commandes et les dates du traitement.;;MENU STOCK - Article - Bouton Imprimer - Bouton Valeur de Stock;;;;N;Ecran;Modification;;2019_02_01
16402;CLIENT;25/02/2019;Le bouton Planning (ancien) a été déplacé de observation dans l'onglet Intervention.;Ce bouton n'est visible que si le paramètre Interdire ancien planning n'est pas coché.;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16403;CLIENT;25/02/2019;Nouveau bouton Anomalie au niveau des observations.;Celui-ci affiche les anomalies existantes du client. (code postal manquant, ville.....);;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16398;CLIENT;23/02/2019;Lors de l'accès à la fiche client, une alerte apparait si le client à une anomalie/Non conformité non traitée;;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16399;PLANNING HEBDO;23/02/2019;Lors de l'accès à la fiche client, une alerte apparait si le client à une anomalie/Non conformité non traitée;;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16400;CLIENT;23/02/2019;Lors de l'accès à la fiche client, s'il y a plusieurs alertes (non conformité, propriétaire inconnu..) celles-ci apparaissent dans un écran.;Ceci évite d'avoir l'affichage de plusieurs messages les uns après les autres.;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16394;CLIENT;22/02/2019;Pour un client collectif, apparait les dates du contrat actif.;La notion de VE faite ou non faite est selon le contrat actif.;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16395;TIERS;21/02/2019;Les relevés d'impayés mettent à jour toutes les factures concernées dans la table Contact;;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16396;TIERS;21/02/2019;Le relevé d'impayés à partir de la fiche Tiers ne tenait pas compte du choix des factures Arrivées à échéance ou Toutes;;;;Corrigé;;;;N;Ecran;Correction;;2019_02_01
16397;PRELEVEMENT;21/02/2019;Factures créées par l'échéancier de prélèvement.;Les codes techniciens seront soit un code fixe, soit le code de l'opératrice sinon le code SO sera pris.;;;PARAMETRES GENERAUX - Factures  - Onglet Contrat;;;;O;Ecran;Nouveauté;;2019_02_01
16392;STOCK;18/02/2019;Adresse livraison dans les commandes.;Boutons permettant de choisir rapidement l'adresse du client (si code client saisi) , Raison sociale ou Agence;;;OK;;;;N;Ecran;Nouveauté;;2019_02_01
16393;CLIENT;18/02/2019;Le bouton planning permet d'avoir accès aux différents planning (Hebdomadaire, Graphique);Un paramètre permet d'avoir accès toujours au même type de planning;;;PARAMETRES GENERAUX - Intervention - Onglet Saisie 1;;;;O;Ecran;Modification;;2019_02_01
16390;STOCK;15/02/2019;Catalogue CHAFFOTEAUX - 2019;;;;OK;;;;N;;Modification;;2019_02_01
16391;PLANNING AUTO;15/02/2019;Construction planning.;Possibilité de filtrer sur Rue et Ville avec Contient, Débute ou Egal.;Dans l'onglet Divers de l'écran de construction.;;OK;;;;N;Ecran;Modification;;2019_02_01
16435;MOBILITE;15/02/2019;Destruction du fichier PKLOG selon un paramètre de jours (par défaut 30 jours);;;;MENU OUTILS - Automatismes - Vérification Automatismes;;;;N;Impression;Nouveauté;;2019_03_01
16386;COLLECTIF;14/02/2019;Rapport de chantier collectif. Prendre les 5 observations.;;;;OK;;;;;Ecran+Impression;Nouveauté;;2019_02_01
16387;FACTURE;14/02/2019;Possibilité dans les Factures (devis...) que le code agence de la facture soit toujours celui du client.;;;;PARAMETRES GENERAUX - Facture - Onglet Divers - Cocher Le code Agence est toujours celui du client;;;;O;Ecran;Nouveauté;;2019_02_01
16388;FACTURE;14/02/2019;Outils pour lister et corriger en masse les dates d'échéance des factures selon les conditions de réglement du payeur.;La correction n'est autorisée que Administrateur.;;;MENU FACTURE - Bouton anomalie - Bouton Contrôle Echéance;;;;N;Ecran;Nouveauté;;2019_02_01
16389;FACTURE;14/02/2019;Outils pour saisir les N° chéques, Banque en masse.;;;;MENU COMPTABILITE - Remise Bordereaux - Bouton Saisir N° Chèque;;;;N;Ecran;Nouveauté;;2019_02_01
16385;CONTRAT;13/02/2019;Création des factures petit collectif. La date d'échéance était incorrecte;;;;Corrigé;;;;;;Correction;;2019_02_01
16380;TIERS;12/02/2019;Traçabilité des modifications apportées sur la fiche Tiers;Nom, Rue, Code postal, Ville, Agence, Code Tva, Type clientèle, Conditions réglement,  Gére tout/indiv..;Un pictogramme apparait (M blanc dans un carré rouge) si modifications apportées, un clic pour les visualiser.;;OK;;;;;Ecran;Nouveauté;;2019_02_01
16381;CLIENT;12/02/2019;Traçabilité des modifications ou suppression des Téléphones et Emails;Un pictogramme apparait au niveau des Téléphones (M blanc dans un carré rouge) si modifications apportées, un clic pour les visualiser.;;;OK;;;;;Ecran;Nouveauté;;2019_02_01
16382;TIERS;12/02/2019;Traçabilité des modifications ou suppression des Téléphones et Emails;Un pictogramme apparait au niveau des Téléphones (M blanc dans un carré rouge) si modifications apportées, un clic pour les visualiser.;;;OK;;;;;Ecran;Nouveauté;;2019_02_01
16383;DIVERS;12/02/2019;Possibilité de voir les modifications apportées dans les Clients, Appareils, Tiers, Téléphones...;;;;MENU OUTILS - Activité Utilisateurs - Bouton Modifications Manuelles;;;;;Ecran;Nouveauté;;2019_02_01
16384;PLANNING AUTO;12/02/2019;Le 2ème technicien n'était pas repris dans la création des interventions;;;;Corrigé;;;;;;Correction;;2019_02_01
16373;CLIENT;09/02/2019;Intégration d'un fichier clients individuels. Possibilité de mettre 2 appareils;;;;MENU LES CLIENTS - Divers - Contrôles Clients - Onglet Page 2 - Bouton Récupération Clients par fichier ;;;;N;;Modification;;2019_02_01
16369;PERSONNEL;07/02/2019;Interdire l'envoi de SMS selon le technicien de l'intervention;;;;MENU Les Fichiers - Personnel - dans la fiche cocher Pas de SMS Intervention;;;;N;Ecran;Nouveauté;;2019_02_01
16370;PRELEVEMENT;07/02/2019;Dans l'échéancier de prélèvement , autoriser l'accès au montant de frais impayé selon l'utilisateur.;Par défaut le champ est interdit.;;;PARAMETRES AUTORISATION - GESTION - Onglet Prélèvement;;;;O;Ecran;Nouveauté;;2019_02_01
16371;STOCK;07/02/2019;Nouvel outils pour transférer tout le stock magasin dans une voiture.;Autorisé que Administrateur;;;MENU LE STOCK - Article - Bouton Stock Voiture - Bouton Transférer Magasin vers Voiture;;;;N;Ecran;Nouveauté;;2019_02_01
16379;STOCK;07/02/2019;Catalogue FERROLI - 2019;;;;OK;;;;N;;Modification;;2019_02_01
16372;COMPTABILITE;06/02/2019;L'édition de la balance ne tenait pas compte de la date éventuelle de l'incident bancaire.;;;;Corrigé;;;;N;;Correction;9600;2019_02_01
16378;STOCK;04/02/2019;Catalogue VIESSMAN - 2019;;;;OK;;;;N;;Modification;;2019_02_01
16377;STOCK;01/02/2019;Catalogue BAXI - 2019;;;;OK;;;;N;;Modification;;2019_02_01
16367;DIVERS;31/01/2019;Les changement de codes (Client, Tiers, Collectif, Personnel, code retour, code intervention, type énergie...) sont désormais tracés;dans une table afin de connaitre l'utilisateur, la date et heure du changement.;;;MENU OUTILS - Activité Utilisateurs - Bouton Changement Code  Général ou Détails;;;;N;Ecran;Nouveauté;;2019_01_01
16368;STOCK;31/01/2019;Fiche article. Un nouveau bouton nommé CORPS permet d'avoir accès à toutes les factures, devis, avoirs..utilisant la référence.;;;;OK;;;;N;Ecran;Nouveauté;;2019_01_01
16364;STOCK;30/01/2019;Outils pour réinitialiser les quantités entrées et sorties de la fiche article;;;;LE STOCK - Article - Bouton Outils - Bouton Réinitialiser Qté Fiche Article/Fournisseur;;;;N;;Nouveauté;;2019_01_01
16365;CLIENT;30/01/2019;Dans l'écran de création rapide client ajouter la notion Indéfini/Locataire/Propriétaire;;;;OK;;;;N;Ecran;Modification;14083;2019_01_01
16366;STOCK;30/01/2019;Outils pour réinitialiser les montants de commandes de la fiche fournisseur.;;;;LE STOCK - Article - Bouton Outils - Bouton Réinitialiser Qté Fiche Article/Fournisseur;;;;N;;Nouveauté;;2019_01_01
16376;STOCK;30/01/2019;Catalogue ATLANTIC - 2019;;;;OK;;;;N;;Modification;;2019_01_01
16361;FACTURE;29/01/2019;Lister les clients ayant eu une intervention sur une période et suivi d'une autre intervention;;;;MENU FACTURES - Factures - Bouton Edition - Bouton Liste Clients selon Intervention;;;;N;Ecran+Impression;Modification;;2019_01_01
16362;CLIENT;29/01/2019;Lister les clients comportant des anomalies.;Nom manquant, Rue manquante, Tiers inexistant, Type clientèle inexistant....;;;MENU CLIENTS - Client - Bouton Anomalies - Bouton Edition toute anomalie;;;;N;Ecran+Impression;Nouveauté;;2019_01_01
